bns	मुनिया सोचन लगीं। “काय खों लगेमछरी पकडबे” बा ने बोली, “बिना पानी बेमर जें हें”।
bns	कैनक भौतई छोटी!बा एकै संगे इतेक बड़ी और छोटी कैसें हो सकत।
kfq	“अरे आपे!” राजू आचंबोटे मांडीके.
kfq	अक्कू खिज्या आपे बी खिज्योवबा कि च्योज?
kfq	”माय कोंबाराके.
stv	ባተይ፡፡
stv	ባሽር ጋሬ በወክትከ እትረከባው፡፡
stv	አሽርጌቴ ቲያቀሩ በጪፖት ያጥናባው፡፡ የልትፋሀመኝሚ ይሳላው፡፡
jab	Kheb nyi go ri Kwain kā nyi kā lem KwyenyOur hometown is Kwain while our language is KwyenyBo kî lem Kwyeny di Ha Kwain, Ho Kwain, be DuróKwyeny is spoken in Ha Kwain, Ho Kwain and DuróNyi su fu HamWe are Ham
jab	Mi kpo we ra kā yi mo hyees gha KywomNom (I have a brother called KywomNom).
jab	Di Bwak BiMi ku bang bwak wu
blo	»Ganyaʊ wàà : « Abʊrʊ a lee penti.
blo	Ŋka na ʊ fol ?
blo	Ampǝrǝ n ce wuu naa atɩ ri ayɩwa n'asna.
kfr	"હાથીએ પૂછ્યું : ""નાની મધમાખી, શું  આ માળો તારું ઘર છે?"""
kfr	"મા મકે ચય,"" ટીચર ભેગી અંદર વન, આંવ તું અચીંદી તેડી આંવ ઇયા જ ઉભીંદી."""
kfr	"હાણે મજો હાથ છડી ડે, આંવ એકલી હાલી સકાંદી."""
bwr	Saka heni ksi.
bwr	Fati shina su kwani so suda.
bwr	Fati k3ti kum damwa akwai tum n anthi ta dumya.
ahr	कुत्रं चिडानी मांगे पयस.
ahr	छोट्या हरणाच्या डोळ्यातून अश्रू ओघळले.
ahr	"त्याला मारू नकोस, नाहीतर ते सुद्धा रडायला लागेल "" आई हसली."
que	Inca jhappipayana alqu.
que	Wira Inca
que	Chukchay ch´arasqa kachkan para uranpi pukllasqayrayku...Kunan tatay chukchayta simp´achkawan...
igb	Udoo mé hu ohi, onyí enini nyima itopa ani.
igb	Di Fati ka, osoni eya  anki avi.
igb	Onyi enini ò za do va zu tu ìyehé.
bxk	Eebino biiraro biaange biiyakha.
bxk	Chipuusi chinga?Eepusi ndala 1.
bxk	"Oo!"""
saq	Naa keata ngupu.
saq	Keysheru nkima nkirewaj.
saq	Keyerisho nkima.
ful	Saroji wi'i: « Nyamdu ma weli.»  Nden  derɗiko maako pamarel wi'i: «Mi yiiɗi fahin!»ƳamolƊume Mariyam yehi soodugo haa luumo?
ful	Cirgu nanii suuno nyaamugo lelwa tekkunga.
ful	"Ɓii mbeʼa nootii wiʼi, ""Diga hannde, naaʼ en sobaaɓe, e mi nanana inna am."
bmo	Miŋguo gū ghɨ̌nɔ.
bmo	Miŋguo ni mbɨgɨ túa.
bmo	"Miŋguo mmī a!"""
kfa	ಮಮ್ಮಿ ಧೈರ್ಯತ್ ಒರ್ ಚೀಪೆ ಕೊಂಡಂಡ್ ಬಂತ್ ಅಲ್ಲಿ ಅಲ್ಲಿ ಕೆದ್ಕಿ ನೋಟೋಚಿ.
kfa	ಟನ್ ಟಡಾನ್ಡಿಂಗ್ ಡಿಂಗ್ ಡಿಂಗ್!
kfa	ನ್ದ್ ಎಲ್ಲ ಸದ್ದ್ ಮಾಡಿಯಂಡ್ ರಂಪ ಮಾಡಿಯಂಡ್ ಇಪ್ಪಕ, ಅಲ್ಲಿಯೆ ಚಾಪೆಲ್ ಬುದ್ದಾಕಿತಿಂಜ ಕುಂಞ್ಞಿ ಕ್ ಎಚ್ಚರ ಆಚಿ.
ppl	Ashan, ne inajnakas tultik.
ppl	Nitzijtzikwini pak se mekat iwan numejmetzkuyu.
ppl	Ashan, ne ijimey susul
prs	در زمان های بسیار قدیم, چلپاسه و بقه با هم دوست بودند.
prs	بامان خدا فیلک!
prs	سگ و گربه هیچ انگوری را نمی بینند
kfc	అయ సర్దు రుండి పెరి గడ్డెఙ్‌బా మహె, అక్కెఙ్‌బా డాట్సినె సొన్సి వాదెఙ్.
kfc	సెగోండారిఙ్‌ కాల్కు సిల్లు
kfc	పుస్తకమ్‌కుబా నఙి నేస్తమ్‌నె
pil	Deerɑ mɑ nɑ mǝnǝ ɑrɑ?
pil	Dem nyǝm mǝnǝm pǝnǝnnɑ dorɣɑ nyǝnkɑ cǝɣɑ nǝn kɑ gbɑm Sɑɑrɑ kɑ: Deerɑ tǝ nɑ mǝnǝ ɑrɑ tǝ  dur dorɣɑ ɑŋɑ?
pil	Kɑrsǝ kɑ pɛnɑ.
hlb	उवां!फिह्वी!हूहू!पुक!
hlb	"बाबा आरी रेंदुक लागलो|""मैं बले चलायेंदे,"" सोना हाथ आगे करली|"" हाँ,हाँ आगे अच्छा ले दख,"" बाबा बल्लो|"
hlb	उनाचो लेगड़ी काटून बाती पोल्का चो बितरे रोली।सियार चो जिकलो काजे उनाचो कान लाब होली
nyd	Eliswi khu murwe okwe Likhutu silia mela ta.
nyd	Okhurula olwene ilwo likhutu ali ne siole.
nyd	Yali nasikae ne siole.
kfb	काकोक लवकर ओलतेन तर मारी, रबडी काकेंगसाठी वांदगीपेंग आणि आटटीपेंग इडूळ पाल ताट्ट गेंजतेंङ आटना मांडेग लागतांडीन.
kfb	केरे मेंजे अनुकुङ मिसालाकेर सेब्बी मासुर आवळीलार.
kfb	प्रभुक मारी सोबत्याकेर वेट्टा आळतना सायकल एलांग कोत्तेन.
nup	Kăshi ûndā efo'ŏ gado'ŏ?
nup	Bagi wuncίn ma nda'u yớ.
nup	Nanpᾱ ci fe de kodari na wungᾱ Elogi wangi na.
lmn	राजा कत्रार लार धासो .
lmn	जाड राजार बारीकचुरिक कत्राजाड राजा आनी बारीकचुरिक कत्रा फरायन जारो.
lmn	एकदाच राजा कत्रान पकडलीदो.
zho	看乌戈戈，这是给你的一个新房子。哦，木子，这是最好的建筑！乌戈戈笑着说。
zho	拉古舅舅非常懒惰。他可以连续几个小时都坐在椅子上。有时，他坐着阅读。有时，他坐着看电视节目。有时，他只是坐着睡觉。他不做任何家务，也不去市场买生活用品。妈妈再也无法忍受他的懒散了。
zho	小鹿说：“哦，不要那样，不然他也要哭了.”他的妈妈笑了。小鹿也笑了。
fuc	"""Eey yoo!"""
fuc	Neene majjo yoori jaleeɗe.
fuc	"""Mi waawaa yiytude galle am!"
ara	"*""."
ara	!لمن سأقرأ؟ سأقرأ لنفسي.
ara	تستمد سمكة أبو الشص إضاءتها من البكتيريا التي تعيش داخل الزائدة الموجودة في مقدمة رأسها.العديد من النباتات والحيوانات خارج المياه تضيء أيضًا، مثل اليراعات وبعض أنواع الفطر، وحتى أنت تشعُّ مقدارًا ضئيلًا من الضوء كل يوم!
nor	jublet tvilligene.
nor	Og så en til.
nor	Sania løp inn på soverommet.Ingen var bak madrassen.Ingen var oppi kisten.
noe	हाऊ  यहाँ आपणा पूरा परिवार की साथ रहूंज।
noe	हम  अपणी  चटाई भी वहांज धरांज।
noe	चवका म रोटा बहोत अच्छा बणज।
kfy	एक हिरनौ बच्च जंगल में घुमणौं छी।
kfy	"एकरात खांण-खांणाबखत, अब्दुल्लाबिन सादल आपुंण तीन च्यालंनथैं कौ, ""नान्तिनौ, अबमैं बुड़ हुंड़यूँ और मेर शरीरलै दिन पर दिन कमज़ोर हुंणौ। मैंजल्दी बीमार है जां, मकैंलागों मेर बखत जल्दी एै जाल।जब मैं न्है जून (मलि), आपुंणिइजक ध्यान धरिया और आपस मेंझन झगड़िया। मेर पास मस्त केन्हा, लेकिनमैल वसीयत लेख राखि जो तुमनकैंअनाजा गोदाम में एक मटका भितरधरी मिललि।""यैकतुरंत बाद एक दिन रत्तै, अब्दुल्लाआपुंणि सैंणि और च्यालन कैं, खाटमें मरी मिलौ। अब्दुल्लाकमरिया तिसार दिन, जबपरिवारौ डाड़ मारंण थोड़ी कमभौ, उननकैं वीक वसीयतै याद एे। वीकच्यालनल गोदामा सब मटकन कैंचा और अंत में उनन कैं  प्लास्टिकमें लिपटी एक कागज मिलौ। कागजखोलणां  बाद उनन कैं पत्त लागौकि यो कोइ वसीयत नि छी बल्किकुछ निर्देश छी, जनरसहारल,  वील नानतिनन  कैं संबोधित कर  राखछी।"
kfy	"इजहँसी। ""तुमर बाब ईमानदार औरन्याय कर्ता छी।"""
adx	ཁྱི།
adx	ཙི་གུ
adx	བྱི་ལ།
tgl	"""Gayundin ako,"" sabi ni Rajesh."
tgl	Pinanood niya ang mga maiingay na tao sa maingay na bayan.
tgl	Malaki at maliit na mga parisukat,Ay mga hugis na nakikita mo kahit saan.Mayroong isang grill na naiiba,Saan ito nakatago, dito o doon?
orm	Waan innigodhee hundumaa godhu.
orm	"Nyaani asjiru numaraa nugahaa,"" jedheen."
orm	Ittaansee sanyii isaa keessaa funaante,
cdz	"যতঃঅই বই নাআ ব্যাগ আগুতাআকু । আঙ্কু যতঃঅই মিলে রাআ শুরু কাআকু, "" মাস্টার মশাই!"
cdz	মিঞেঃ হড় ইস্কুলরেন হেদে কুরেঃ ঘুরো ভারাঃ কানায়। চিমিন দিনগে হড়টিকেঃ লেলতিঃইয়ায় রিনি, হড়টা নেঃএ হাতুরেন লহয় তানায়। মোটর সাইকেলরে দেঃ কতেঃ প্রায়গে হুজুঃআয়। যত সময় মিঞেঃ হেন্দে রং নাঃ টুপি সুসুং ধনঃআয়। হড়টা কুলি কিঃইয়ায়, চিংকে মেনাঃমা রিনি?
cdz	"মাঞ সাবুকে জিরাফরেন দেয়ারে হিঃ লেল কতেঃ দুঃখ কতেঃ গামেঃআয়, ""সাবু ইঞ আমকে গামালিঃইমিঞ...""  সাবু মাঞকে আদর কতেঃ গামাকিঃইয়ায়, "" মাঞ আম গে ইঙ্কে সেতা হন আগু বারণ লিঃইঞাম, মাড়াং জিলিং, জিরাফ আগুতে দ কাম বারণ তিঃইঞা।""  মাঞ জাহান উত্তর অ্যাম সিদ্যা গে চিড়িয়াখানারেন দারোয়ান হিঃ কতেঃ জোজোকে চিড়িয়াখানা লুওর ইদি কিঃইয়ায়।"
bbl	ე სეჼ დად ვა.
bbl	სეჼ ბაბუია აგიადახკეჼ.
bbl	სეჼ ნანეგო ჴოჲაშ° ია.
lns	Mo wù du, e nèn  yèn vé kimbome, á nèn lòn kicí kiy,  wù fó.
lns	Shúu lav vəə́ tsə́mér sá e ŋàŋ.
lns	Mo wù yéʼey ŋwàʼ du fo mbìy, koŋ ye wù-uù kér fo wír veé Kenyàa nèn a dzə̀sì wún dzə́sin.
thq	हमर सोचसब हमरेसङे सुइत जाइछै।
thq	सिंहके दाँत के निकालतै ?
thq	बरका सरकमे बहौत ट्राफिक रहैछै।कार, ट्रक या साइकल, मटरसाइकल, स्कूटर या रिकसा।कोनो अइकता ज्यारहलछै। कोनो ओइकता ज्यारहलछै।ओइसबके बीचसे खालि ठाम पता लग्याके सरकके ओइ कात जाइले हमरा आवैछै।
lot	"Ajio nî, ""Oyiji ôfîôrô hûnîa!"
lot	"Inyôb iyye nanî,"" ajio Eenyiaŋ."
lot	Egigilo nî abeŋ inyiak îdaha isukul.
unr	बाबता!बाबता!
unr	एअंगाञा मुटानेञ बाइ दाड़िआ:। आए:दुब हापेआकाने:ताइना।
unr	अञ् हाई बाइआ। इनि: हुडिङ गेआ।
igl	Ma  ja keli.
igl	Taki iyane, ugbogbolo  le I ne ke du gool tohn.
igl	imaja efu  ngbo ku ma ko ortakada joo.
swa	Waliamua kumtuma Nyani mmoja aende katika Kijiji cha Mwese kwa siri.
swa	"""Alikubali Simba."
swa	Hiki nikitu kizuri kamwe!
dav	Kioghadi, mbisi redeboka nandighi.
dav	Wawuda na Anita ndeweboiloghe.
dav	Safari idakaia ndacha.
thr	राजा कुत्ताके पकड़ लइ ।
thr	फिरके मूचक बाकी झुगली खैइची अउर कही हेंउओं हेंउओं जक मतलब आ आखिरमे समीरा उपर देखी अउर आँखी पोँछत दुनु नेंगपडेए । समीरा सुशकतए अउरफुला गिरातए ।
thr	﻿उत्तर१) ६ पेरी-पेरी छिंया  ,२) ३ सन्तर ,३) १ लाल सेब ,४) १ डन्ठुर लागो भओ अण्ड
saz	"""Mogho thella pajja!"
saz	"Aski dabba thogo doskar uncho pol-dugai, Charan!"""
saz	Gappu-ku natchaso avarani!
wbr	"""उबी रे संपी, घबरा नके,"" आई धिरे रई ने हमजाड़े, ""मने लागे आने आपड़े भाई-बन पाय जावू है।"""
wbr	तमारा जीवन मांय हुं फर्क आवेगा?
wbr	अनु जौवे है नमूनानै आकार सब ठेकणे।हंपाई नीं सकती चीजें हैतेज ईनी नजर!
lou	"In, dé, trò, ..."""
lou	figi  kou é pla.
lou	Timoté ap joué kash-é-fé avèk sô zami-yé.
pwr	मी केतारबी गुंडल्ला वाकलाचिरका काढतली.
pwr	"""बाय आज पाणी पोडे कि नी?"""
pwr	बाय दहाडीन मेसेक एक कहाणी कोयतली.
gon	"दाऊ इत्तुल| ""नाकुन मनी मरेगमट !"
gon	इगा मर्रा मन्ता    जागा ते  तानंग हिर्र्क  हत्तंग जागाते  जागा तान मुदीहता इरक ओरके  सेपाडे सेपड़ मन्ता,  इरक ओरके  सेपाडे सेपड़ मन्ता|
gon	अन्न गेत्तिंग तेज ते पर्रीय इदेन्य आपेड बदिर ता चिटकनी लगेह किन्ता|डोकरी आजी ना नीला साडी, अव रोज्जी र्किरय पहर बूम पोर्रो ओड़ाता आपेडेय बूमपोर्रोडा रंग नीला मन्ता|सत्ते इत्ती न दीदी ?आन्दन से नन्ना समझदार?
sgj	लेकिन मैं कभी इसके साथ नहीं उड़ सकता।
sgj	कोमली हरिन हर सिकारी कर फांदा में फंस गइस । ओखर संगी कउवा हर कहिस -संगी ते हर चुप ले परे रहिबे । तोके मइरगे जाइन के सिकारी हर छोड़ देहि । मैं हर तुरते कुतरू मुसटा के आनत ही ओ हर जाली के कुतर देही।
sgj	हमरन के नानी कर गांव जाना अच्छा लागथे।
lep	ཨ་ཁུ་གླང་ཆེན་ལགས་ང་ལ་རོགས་རམ་གནང་བ་སྙིང་ཐག་པ་ནས་ཐུགས་རྗེ་ཆེ་གནང་ཅེས་སྦྲང་མས་ལབ།
lep	གླང་ཆེན་གྱིས་སྦྲང་ཚང་དེ་ཁྱོད་ཀྱི་ཁྱིམ་རེད་དམ། ཞེས་དྲིས།
lep	ང་བརླགས་སོང་། ངས་ང་རང་ཁྱིམ་འཚལ་ཐུབ་ཀྱི་མིན་འདུགཨ་ཁུ་གླང་ཆེན་ལགས་ང་ལ་རོགས་པ་བྱེད་རོགས་ཞེས་སྦྲང་མས་རེ་བ་བརྒྱབ།
kln	kamenyun ak batyem ko kanam kasiit
kln	"""Nyon bii"", komwochi."
kln	Torete musar Zama mu sukul simaam ruba.
din	Acol kek wun aci ŋiec cieŋ kamken.
din	Ɣen acɔl Mayar.
din	Yen mony kënë aci ɣonde pol ku le reer roor run juec apɛi.
spv	""" कि आय ?"""
spv	पुस्तक घले त मोर सांग आन |
spv	﻿रोज  सखालूं  हामे स्कूलर लागिर तैयार  हेसुं | मुई आपना.......लगेई पकासीं |
rwr	रातरा मा ने  श्याम घोडा वेजेन सुता , तो मन्जु                        पाणी में पेरवा वारा चश्मा लेन घर ती बारे समुक रा किनारा माते धीरे 2 जावा ढुकी । वटे
rwr	, मे पुसियु। दादोबाहरोन पा वे।‘जरे राज ओपोनके है              के ओपोनबाण्णे नी जाणुसेइजे ग्युके बाणोजाणु ओपो वास्तेठीक कोनी।’ वणी कियु।मन मारे             दोस्तो री यादआवे है।             मन मारेमारसाओ रीइ यादआवे है। काषमु बाण्णे जासकती।             ‘ओपोन अजीकतरा दाडा घरेरेणु पडी ?’ ‘मनठा कोनी नूरी।’ दादोबा कियु, वे दकीदकीजे              रिया है।             ‘मोटा मनकोनओ केणु घतुईअच्छू नी लागतु- मन नी ठा।लागे है मोमलेघणो खराब है।             मन दादोबानअतरा दकी देकणाघतुई अच्छु नीलागतु, अण वास्तेमु उबी पीवोउ। ‘ठीक है             खूब वुउआरोम!
rwr	दुर्भाग्यवश, वननो नोम ओविराप्तर राकियो। हमे तक आपन अंदाजा लगाया वेईला कि जीवो रे बारे में ओपने घनो कुछ ठा पडनो बाकी है। घना रहस्य है जनना कोई सुराग नि है और घना सूत्र गलत जोडा गिया। जीवाश्म वैज्ञानिक हमेई अन पहेलियाँ मे सुलजावा मे लागो रीया है। अजे तक घना शोध बाकी है। कोई आप जीवाश्म वैज्ञानिक वने ऐडी ही कोई रहस्य सुलजावनो चावेला?
ets	Ejé,ǫ re a aga.
ets	Si ólogbó mę ri?
ets	I mati mi ǫlǫgbǫ męn.
lko	Silibechanga buluu buli lwosi dawe.
lko	Yekera ebilaro ebio biosi.
lko	Engonyerereamachimanyunyufukelichungwa.
bgc	गप्पू न ऊंची गिंडु फेंकी बल्लेबाज झुक गया अर गिंडु सीधी जा बड़ी पहलवान के मुह में
bgc	चाल्दी हो तो आज्या म्हारे  साथ.
bgc	माळू अपने कुत्ते काळू गैल्यां नानी के घरां बिग गया| नानी पहाड़ी प रह्या करदी।
gld	Ми амта дякава нучикэндюэн дёдиадиани гадёи осини, Ма мимбивэ госолайни.
gld	Бэгдидуи тэсими гучи улэлэ, тэде-ну?
gld	Ми мо мокчачими мутэи.
dho	હવે જીતૂ આઈ હો હુધી, ગણુની વારી આહે
dho	જીતુએ ગનુના ચાલુ કંધા આહે .
dho	વીજુ એક ઝાડવા પાછડ હંતાઈ ગો આહે .
coz	Ni nuxrï lloo̞ nda ja'ä
coz	Nu chekö xride jíncha txritagua ku rru ruakiä
coz	Kua netoö nda ja'ä ndie ni dserjï.Tooma rrí especial, nillasiä nda ino dijú
kcp	ngo 'dix mixzox.
kcp	ngo 'dix tigirixshix.
kcp	appa meme, riye meme, ayya meme, naginye meme kerra, riye meme, a a.
zap	Nyobre  ma lizh ma, gorze ngwzhël ma tlë' do' masno'l.
zap	Quiero beber un poco de agua.
zap	"""¿Pku'ch re pet nak liidxa, Bääzin?"""
ibb	Enang ukwak ado aduok ke ukod Fati.
ibb	"Uduk  ikod!"""
ibb	Udiana, Fati ama ase isong.
