duu	ccax Sixjiex Renvjuanv Xuanxyanv faxbux, renvminv ningx guivjiax nuflix sivxianx gongxtongv byoxzunf zzux, avzangf ningx sexhuix jixgyx avdangxmyvdangx ccax xuanxyanv lev mitx jyoxhuix ningx jyoxyux mix juanvlix ningx zyxyyv zunxzongx cuxjinx, guivjiax ningx guivjix jianxjinx coxsix mix, ccax lev juanvlix ningx zyxyyv huifyuanv guiv renvminv ningx jjiapx avmrax renvminv avnyx pufbyanx ningx xioxgof alf cengvrenx ningx zunxxingv lev byv tonx.
duu	Avzangf sexhuix lev zevrenx alf, sexhuix dov goxxingx zyxyyv ningx congxfenx faxzanf lev topx gnif.
nhn	Pampa nojkia tlauel moneki ma kuali timouikakaj, ma tielikaj keuak tiiknimej, nochi tlen tlakamej uan siuamej tlen tiitstokej ni tlalpan.
nhn	Nochi tojuantij tijpiaj manoj ma tikinmatiltikaj nochi tlen ni Mexijko tlali euanij uan tlen anali tlali euanij (otros países), para nojuaj tiitstokej, nojuaj tiyoltokej, ni timaseualmej tinauatlajtouanij; uan yeka moneki melauak ma techtlepanitakaj para ijkinoj tojuantij nojkia titletepanitasej uan tikintlasojtlasej sekijnok touampoyouaj.
nhn	Nochi tijpiaj manoj ma timomokuitlauikaj uan nopeka tlaj tijchiua se tekitl tlen amo totechpoui o motechpoui, moneki ma techtlaxtlauikaj, uejueyij tekiuajtinij tlanauatianij intechpoui techpaleuisej, para tokoneuaj ma kipiakaj tlen kikuasej, tlen mokentisej yoyomitl uan tlen ika mopajtisej tlaj nopeka se kokolistli; ijkinoj nelia kuali moiskaltisej uan ika itekiyo kiueyitilisej ni toMexijko tlali.
lot	ibariti, elulung iko emanyiti (laws) hun obengi to ohoro elotulo iko abolori honyi.
lot	emiri on onyimuni isi to nawahan hosi.
lot	nerre hun obengi arai eyyataimiri kuyya nehenita hun olufaji to jyo
bfa	Karen ŋuto ködyö kata ko toďiri i karen jur ko i karen pirit i komoŋ na saret.
bfa	Sebur Anthony Lodu & Gordon Lucy Kiden.
bfa	Lele ŋuto ködyö ti bulö moka ‘bakan na saret, rereka kode riköji kaŋo kanyit i jur.
ibb	Kpupuru owo enyene unen ndiworo nda ke ebiet kiet ekededi nte owo emi enyende unen ke iso mbet.
ibb	Owo inyeneke ndisin owo ndomokiet ke idak ndutuho ye ibak. Nko owo inyeneke ndino owo ufen emi midotke ndino owo, mme ufen emi edide nkpo but ye esuene.
ibb	Owo ekededi enyene unen ndibo ifiok nwed. Edika ufok nwed edidi ke mfon akpanakpan ke akpa ntono. Eyenam kpukpuru ndito-owon eka akpa ntono ufok nwed, ke mmo emade ye ke mmo mimaha. Eyenam mme asana asana ufok nwed ukpep uso, udom-nkpo ye ubok utom edu; kpa ntre nko eyenam mme ufok nwed nta ifiok edu eno kpukpuru owo etiene nte ukeme mmo edide.
tdt	Ema ida la bele moris hanesan ata; sei halakon hosi raiklaran hahalok ne’e be lori ema seluk moris hanesan ata.
tdt	Uaihira foti lia ruma hasoru ema ida, molok sei dauk halo justisa, ema ne’e sei hatán nu’u sala laek; afoin sei fo mos fatin atu nia hetan tulun hodi tahan-án iha justisa laran.
tdt	Fo tada iha Deklarasaun kona ba Ema tomak nia Direitu atu hatudu dalan los ba povu tomak, ba nasaun tomak, nune’e ema tomak, klibur tomak, ukun tomak, ho neon metin, buka hanorin, hanorin lisan los, hodi habelar ema nia direitu ho liberdade; halo ema tomak tuir lia ne’e be fo sai iha nasaun ida laran, iha nasaun seluk laran, hodi moris tuir dalan ne’e be Nasaun tomak foin fo tada iha Deklarasaun ne’e.
que	Mana pi amsa ucuman apanga pandari nishcamanta, imashina nin quiquin llactacunapac quellca, mashcanacungami haum llaquichi, tucuylla allí ricuyhuán ricushpa.
que	Mana pi amsa ucuman apanga, shuctac allpacunamantapes pi surcunga.
que	Yuyashpa imashina llactacunapes mingayta rurashca, tandarishca mama suyupi, rimayta cushcami tucuy runa quishpihuán causachum.
nku	Yʋʋn lɛ yʋʋn pɛɛ hʋn maan hɛ zʋnŋɔ tɔsɛɛ.
nku	Hɛrɛ bɩlagɔ rɛ lɛ hɔ tɩɩnka bɛ ɩgooyoo bɔ gbɛɛɩnŋɔ mara wɩnnɩn. Hɛrɛ lɛ hɔ dɛ bɔ ji mɩɩn hɔ ya bɔ nɩnsɩ yʋgɔ kasayɔ’n lɛ dan.
nku	Haa ya bɔ gbe yʋʋn wɛɛ lɛ saa tɛtɛgɛ’n jɩgaɩ, laa lɛ dɛ hʋn yʋgʋ bɔ saakɔ rɩ laa nɩɩn saakɔ nankɔ rɩ.
csa	Eyoü sɨ̈ juu lejɨ tsou tsa sɨ̈i tiní nita tsako' mixii chima tsamakaloo lejɨ̈ tsou lekö mukuu.
csa	Ejmo' kio jna juso̱ kio̱jnia i jmo i tsa lɨ̱̈ ta jue'; mojoo tsa ñü' li lijmos ii jusó ijmoo tsa juë' ini e kio tsa ni kï jo̱ kaäs muguɨ ne ekio sia kues ijmonia lejɨ ijnio jnia.
csa	Lejɨ̈ tsou tsa chitoo je̱ juu, ti jmos í le kö ni jmä le kö mukuu lejɨ̈ tsou tsa tö' köní tɨ̈ kau', makou's ne tsamakaloo ekio tsou lii jmo' re kio juu.
ppl	Wan su gen se tehemet gitemuwat weli yawi tik uk se techan gitemuwa gan weli nemi.
ppl	Muchi tehemet tiwelit tikpuzuwat wan weli timuchiwat se pal gan mupuzuat pal mupalewia tay ipal.
ppl	Wan tesu welit gitahtanit ne tahtuli su yaha gimati ga gichiwtuk tay inat ipal u tay yawi ihpak tay ipal ne sen talmet.
aar	Ramad yallih gino kinniih, ayyuntak rakiibo ; doolat kee ayyuntal cakkik le kaa dacarisaanam.
aar	Ta garwa kee curriyyatitté, faxe gurral galli-maroh madmoomi kee radmoomal sadu takkem ma xiqta.
aar	Kulli num oftoyuuy, gabâ-geytooy, kaadu taamah udduruy ceelay caddo le kee waqdiik waqdi geytima meklima ruksat geyaamih gar le.
orh	Beyel gerbe pingdeng chalin pingdeng chuanli bishi, chishi-ye e-baka-yi-tin.
orh	Beye gerbe-re, zhiyu zhiye-ye shuan-na, gongzheng bineken heshi gerbe-re tiaochan-a baka-ra, shiye-ye bimian-a bozhang-a baka-ra chuanli bishin.
orh	Beye zhiyu shehui-ngi wenhua shenghuo-yo chancha-ra chuanli bishin, yishu-yo shangshou, kesho bineken fuli-ye-n baka-ra chuanli bishin.
niv	Айф вавиныкғун куғытн тʼоӿтт ӿаӻай нан вавнд заключайдғун.
niv	Нар̌ӿаӊгиск пʼсарӻофтоӿ ӿара досугроӿ ӿара адяй орбот муғф мыкср кылқаврра адяй юскиф ивра ӿаӊ периодический отпуск ивра ӿаӊ право ивд.
niv	Чу – пʼӿоӻара, сикак маӊра ӿаӊ общество ячейка ӿад, обществоух ӿара, государствоух ӿара ӻонинд ивд.
ijs	Fun tolumo yebi kim’ tobou mie bolou buo mo ye, mani umie ni wo gomu yo nimi, wo parain nimi bara nimi, nda mani lbemo-lbemo mie dudu tari, doo na okpo se piri ye.
ijs	Kimi ine yerin buo, zii, wari, eniakpo kimi gbein ni, bisa bo ugula gbawari bo yebi aki mu da ba, zini bo eniakpo zini opu kuro, yebo bibi tuakumo.
ijs	Kim’se emene ibe ama kiri zoru mo gho suo ngimi yobi kimogha, mani kpata zoru mo tuduo bo emi ebimo kpo eri fi.
snk	Saareye do lemiñaaxu nan siri koroosindi daritante kitta lemine su a ga saare kacce ma a ga ma saare kacce, i sun siri tangene moxo baane ya.
snk	Ke dantaqiyi kayiti tonto ku ra nta ñaana jamaane, kafo ma sere su dan ŋa kille kuudo na seron taqun do I du-kiteyun bonondi.
snk	O ga na a faayi nan ti mejanŋaaxun nan siri ñaana jamaanun naxa.
hms	Jid jiangt ad leb sib gieb renl njanl xand yanl nend, geud gangs yad yad nangd guel giad gaot leb leb nex geud jid chud piaod zhenx. Gangs mix hneb hneb jid pud jid ngheub, jid zheax jid sheab, nex chead zend zhongb njanl lib gaot zib youl. Tongd guob guel giad nhangs guel jib nangd cuob sid, gangs ad baob njant lib gaot zib youl nend, nib yad yad nangd guel giad nangd renl minl dad ndub,leb leb seat chenl renb gaot zend xinl.
hms	Jid bloud nis shend chenx nangd gaot jid benx nangd sheb huib dand yanl,lies mex sheb huib gaot guel gial nangd paot hub.
hms	Leb leb mex njanl lib jid sheub blongl wud nangd guel giad, wud yab mex njanl lib jid nzhangd lol.
cjy	谁的私生活、家庭、住宅和通信也不敢任意干涉，他的荣誉和名誉不敢加以攻击。人人有权享受法律支应，以免受这种干涉或攻击。
cjy	人人有权要求一种社会的和国际的世道，在这种世道中，本宣言所载的权利和自由能获得充分实现。
cjy	妈妈和娃娃有权享受特别慰抚和打帮。是凡娃娃，无论婚生或私娃娃，都应起同样的社会支应。
src	s'Assemblea Zenerale proclamat
src	Chie traballat tenet deretu a una paga ècua e chi l'acuntentet, chi asseguret a issu e a sa famìlia sua un'esistèntzia chi siat cunforma a sa dinnidade umana e cumpretada, si si podet, dae totu sos àteros mèdios de tutela sotziale.
src	Onzi individuu tenet deretu a sa libertade de opinione e de espressione. Custu ìmplicat su deretu a no esser pessighidu pro sas opiniones suas e su de chircare, de retzire e de difunder, sena cunsideru de peruna frontera, sas informatziones e sas ideas cun onzi zenia de mediu.
zro	Kumanu jinia na ichanu ikicha rikuanu cha nuka nukitia aitika jinia ku mirasua.
zro	Kawiriaja kayapi ichanu rikuanu puchaka cha nuka meiri ani akaminu ku kuanu niata jinia ikicha nukichanu panicha cha nuka icha.
zro	Kawiriaja kayapui ichanu na rikuanu ja kawiriaja niata jinia.
mxi	Considerando que la libertate, la ciustitia e la pace in el mondo tienent per basse la reconoscentia de la dignitate intrinseca e de les dretos eguales et inalienabeles de totos les membros de la familia humana,
mxi	La familia ie l’elemento naturale e fondamentale de la societate e tiene dreto a la protectione de la societate e del Stato.
mxi	Tota persona tiene el dreto d’accesso, in conditiones d’egualtate, a las fontiones publicas del sieu paisse.
fvr	Na kwa nyét namá in kǒel áláŋ da̱ldɨ (dɨne) elaiŋ eeŋ ásáŋ dᵾó bi dᵾó baaj jírsíŋóꞌŋ na dééŋ tá̱á̱rɨ́ꞌŋ ta̱ɨma kee ná kin nîŋ ere ásáŋ ka̱lɨ á ta̱ɨmelba.
fvr	Dʉó bi dʉó nisil-si kee áláŋ ʉmel jáwíti, tina hǒoŋa-lé, na ásáŋ dɨoŋa dǐi kaye tááríꞌŋ, na pa̱rrɨ́ŋá ǎl terere ʉ́ndʉ́lá áláŋ kí sôŋgoŋa gé.
fvr	Dʉó bi dʉó nisil-si kee áláŋ ʉ́tóŋá nyéttiŋ sa̱ga̱lɨŋ tɨ̌ɨ dééŋ ba̱rʉ́.
evn	эрэвэр ичэтчэнэ, Объединеннаил Нациял тэгэ̄лтын Уставду мэ̄нңи тэдедерӣвэт дукура, илэтыкин һэгдывэ̄н, со̄ткувэ̄н, бэел, асӣл-да урэ̄тывэ̄тын гӯнэ, илгэ̄рэ-дэ бэлэгэ̄ми социальнай прогрессту, аятмарит о̄ми илэл бидэ̄вэтын;
evn	Илэтыкин авадытыкин государстводук сурумчэ̄, тартыки эмэмчэ̄-дэ̄.
evn	Илэду татыган һэгдые, са̄рича̄нэ будерэн; тылинэ, маңӣчана, аяралдына-да̄ авадытыкир  тэгэ̄л  сигдылэ̄дутын.  Татыган  Объединеннаил  Нация Организациядутын аяралдыл дярин  тэдет бэлэгэ̄мэчин.
buc	Tsisi huluŋu mbu atou nguvu ihiditri an-shama.
buc	Trengwe djumla nampahei amba Matekelezo ki Dunia nin-Haki-l-Adamì itì
buc	Amin’ni fikurumianaŋa hakin-huluŋu, ndreka fihisianhuluŋu nafasi, raha retu djabi misi mupaka napetrakansharia. Makuswada nim-mupaka retu, izi ro faŋanovaŋa modeli ata fikuɓaliaŋa ndreka mastaha nin-haki ndreka nafasi nin-havaŋa ikueshi ; amin’ni fikusutehiaŋa kua, masharutwi nin-uɓinadamu, nin-utrulivu nin-trengwe ndreka fiatsaraŋa djumla nin-djamaã nin-ki nafasi.
pbu	هيڅ څوک نه شي کولے چې څوک په غلامۍ کښې وساتي۔ او د غلامانو را کړه ور کړه په هر ډول چې وي ممنوع ده۔
pbu	هر څوک حق لري د فکر، وجدان او مذهب له ازادۍ څخه ګټه واخلي: دا حق د مذهب يا عقيدې د تغيير او هم دا رنګه د ايمان او عقيدې د اظهار ضامن دي او هم پر مذهبي تعليماتو او ديني مراسمو په ترسره کولو شامل دي۔ هر څوک کولي شي له دغه حق څخه په انفرادي او يا ټولنيزه توګه په خصوصي او يا عمومي ډول ګټه واخلي۔
pbu	هيڅ څوک بايد په خپل سر توقيف، حبس او يا تبعيد نه شي۔
bax	Nshié mún mâ njetne’ i yi mbe yu vé te kû tú mo’ mún, ké yi mshüshü’ i, ké yi ntûme’i te ngu.
bax	Pe nâ mvé gú puen nyütu pô te mbe kú ghét ngam pua ngúenengúe mbe te wûme nsebe pua pa mféékêt. Pen â ntúm te mbe kú rem ngam pua fabshe ngam, a nshi njîr’ap ne yi nshâne ngétne nga shap pô te wupme pontâ.
bax	Lo’ te ka a nta’ mi pa mféékêt mún nyütu kpa’ mbe yu shî te nsa’ngu mféékêt me shi’ mi a me yétne yi njit mún nyütu me ndînî ne pi’ tu te nsa’kpen pua yit mún te ngu na,
qxu	Kanmi derechonchis estudiananchispaq, hinaspa obligatorio escuela primariapi estudiananchispaq mana qolqeta pagaspalla. Kantaqmi derechonchis, allin estudiasqanchisman hina, secondariapipas, estudios superiorespipas estudiananchispaq.
qxu	Hinaspataqmi kasarasqaq wawanpas mana kasarasqaq wawanwanpas kaq derechoyoqllan kanchis qawasqa yanapasqa kananpaq.
qxu	Kanmi derechonchis huñunakunanchispaq, asambleapi hina, rimanakunanchispaq. Kantaqmi derechonchis asociacionta cooperativata ruwananchispaq.
tgl	Sapagkat ang mga Kasaping Estado ay nangako sa kanilang sarili na tamuhin sa pakikipagtulungan sa mga Bansang Nagkakaisa, ang pagtataguyod ng pandaigdig na paggalang at pagtalima sa mga karapatan ng tao at mga saligang kalayaan.
tgl	Ang bawat tao'y may karapatan sa edukasyon. Ang edukasyon ay walang bayad, doon man lamang sa elementarya at pangunahing antas. Ang edukasyong elementarya ay magiging sapilitan. Ang edukasyong teknikal at propesyonal ay gagawing maabot ng lahat at ang lalong mataas na edukasyon ay ipagkakaloob nang pantay-pantay sa lahat batay sa pagiging karapat-dapat.
tgl	Walang sino mang aalisan ng kanyang ari-arian nang walang katwiran.
emk	Mɔɔ si bolo fen ma kan ka mina a la fanka bolo ma.
emk	Dannatanbikolu kɔdɔ, bɛɛ di se i kun karifadiya ɲinina jamana gbɛdɛ dɔ, i don ma kan ka jɛn a la.
emk	Mɔɔ tɛ se karabala ka ladon dɛɛ dɔ, dɛɛ min man di a ɲɛ.
nym	Kila munhu wina haki ya kubi na nsi.
nym	Ibanza lya Mahanga lyatangaja kubi banhu bose bubyalagwa na haki zilinganelile. I haki jiniji zimanichage, ja kuwako, zilangaje ku banhu bose. Secretary General
nym	nduhu munhu alataziwe nsabo yakwe bila nguno.
vai	ꗞ ꔰ ꔇꔀ ꖴꘋ ꗏꖺ ꘃ ꗞ ꕮ ꕒꔤꕩ ꕉ ꕧ ꕸꖃꔀ ꕮ ꕉꖷ ꗞ ꔇꔀ ꖴꘋ ꗏꖺ ꘃ ꕸꖃ ꔉꕖꕌ ꗞ ꕧꕌ ꔧ ꕉ ꕴꕱꕎ ꕉ ꕩꕌ ꕧ ꕸꖃ ꕸꖃꔀ ꗏ ꕘꕞꘋ.
vai	ꗪ ꕉ ꕮꕯ ꗞꗢ ꗬꗡ ꕩꕌ ꗓ ꘃ ꖏ ꘈꗢ ꖷ ꖸ ꖦꖕꕰꕊ ꗝꘈꔳꘂ (ꕮꕨꕧꕌ) ꖸ ꖴꗷ ꕢꕌ ꕉꖸ ꕮ ꕉ ꕞ ꗓꔒ ꕉꕜꕮ ꔔꘋ ꕞ ꗋꖺꕰꕊ ꖸ ꕞ, ꕉꔤ ꔳ ꖏ ꕚꕌꘂ ꕃꔤ ꗏꗒꗡ ꖏ ꗞꗢ ꖸ ꗬꗡ ꔧ ꕸꖃꔀ ꖸ ꗬꗡ ꕞ ꖏꕎ, ꘃꖷ ꕉ ꕞꕒꘋꗣ ꗏ ꗞ ꗏꗒ ꔰ ꔧ ꕪꘋ ꔰ ꕉꕜꕮ ꔔꘋ ꖸ ꗳ, ꕎꕌꔳ ꖷ ꕉꖸꔧ ꖏꕎꔀ ꖴꗷ ꘈꗢꖸ ꖸ ꗓꕎ ꖤꘋ ꗞ ꖸ ꖴꘋꗒ, ꕉꖸ ꕩꕌ ꔬꕩꕌ ꕉꖸ ꔵ ꕞ ꕉꖸꔧ ꗛꘋ ꗓ ꗋꖺꕰꕊ ꘈꗢꖸ ꖸ ꗪ ꖴꕮ ꕪ ꘈꗢꖸ ꖸ ꗛꖺ, ꗷꔤ ꖷ ꕉꖸꔧ ꗞ ꖸ ꕪꕌ ꕉꖸꔧ ꗞ ꖸ ꗓꕎ ꕃꕞ ꕮ, ꕉꖷ ꕉꖸꔧ ꕚꕌ ꕧꕌ ꗏꖺ ꖏ ꘈꗢꖸ ꖸ ꗏ ꗞꗢ ꖸ ꗳ ꕸꖃ ꖴꘋꗣ ꖸ ꗳꕮꕊ ꗏ, ꔧ ꗦ ꗞꗢ ꘃꖷ ꖸꔧ ꔳꕩ ꖨꕮꕊ ꖸ ꕮ ꕉꖸꕊ ꕃꔳꘂ ꗛꖺ.
vai	ꗞ ꔰ ꗋꖺꕰꕊꔒ ꖷ ꕉꔤ ꖏ ꘀꗫ ꗷꔤ ꖷ ꕉ ꕴꕱꕎ ꕉꖷ ꕉ ꕩꕌ ꕚꕌ ꗉ ꖏ ꗏ; ꕉꖷ ꗋꖺꕰꕊ ꘈꗢ ꗱ, ꕉ ꖴꘋ ꗞ ꖸ ꗻꗡꕩꕌ ꕮ ꖴꘋꗒ ꕪ ꔇꔀ ꖏꕎ ꕉꖷ ꗞ ꖷ ꕚ ꔇꔀ ꖏ ꔫꔤ ꗏ ꕉ ꕮ ꘃ ꖸ. ꕉꖷ ꕉ ꖴꘋ ꕀꔤ ꕮ ꗓ ꗏꖺꕎ, ꕉꔤ ꕀꔤ ꕮ ꗓ ꔬꕩ, ꕉꖷ ꕉꔤ ꕀꔤ ꕮ ꗓ ꗪ ꘈꔧ ꔇꔀ ꕃꕞ ꗷꔤ ꔰ ꗱ ꕉꖷ ꗞ ꕮ ꕸꖃ ꔉꕖ ꕉ ꕧꕌ.
gkp	A kɛ lənɛɛ nukan dɔɔi gaa maanɛ yɛnɛ nuan diə pɛli kweiwoo ɓoi, diə laa di maamɛni la, yi di hwa kɛ ɲɛimaaɲɔn da mɔnɔ di hu, ɓə kele yɛnɛnuan kaa bɔi.
gkp	Nui lɔpee a pɛli gbɔwɔ kiliɲahiə kɛi, niiɓa yiiɓo pələ hu. Mukulaa ɓa a pɛli niiɓa kalan gɛi, ə niiɓa yiiɓo juwu yii ɓo pələ hu.
gkp	Dɔn ɲɛi huwoo kaa nukele ɓa tanɔn, guloju hwə ma yɛ ə kɛ a huwu mɛni, gu kɔlɔ kɛpələ, gu lawoo, ɲaala mɛni kɛna bələ, kiliɲahie huwu lɔpe, nɛi hu yii ɓo pələ ɓa, hɛn jɔlɔɓo pələ pɔ da nukaapələ da zəĝei, yɛ ə kɛ a hulonu da nɛnu yilipulu, yɛ ə kɛ lɔi gaa gbɔɔɓa ju mun, yɛ ə kɛ a lɔi yi gaa nii məlan nɔi yemu a ju mun dɔn ɲɛi huwoo kaa nukele ɓa tanɔn.
amc	Pishtacovin tzova jamun haruzquin jau nininyamatimunhcanquihqui.
amc	Coonrocon hiromaquin jau cuzahax jaton nutunohax joconvahin nututzan paxahi voyamaticanquihqui, jato jarixon chitunonvo. Ja jahanovomun cuunyamahi Naciones Unidasquihqui.
amc	Quiyoo jonivo nututzarazinohax ciudadadnotimunhcanquihnucanpu.
bos	Niko se ne smije smatrati krivim za krivično djelo na temelju bilo kakvog čina ili propusta koji nisu predstavljali krivično djelo u smislu nacionalnog ili međunarodnog prava u vrijeme kada su oni bili počinjeni. Isto tako ne smije se izricati teža kazna od one koja se mogla primjeniti kada je krivično djelo počinjeno.
bos	Svako ima pravo da sam posjeduje imovinu, a isto tako da je posjeduje u zajednici s drugima.
bos	Svako ima pravo na rad, na slobodan izbor zaposlenja, na pravične i povoljne uvjete rada i na zaštitu od nezaposlenosti.
oaa	Ӈуивэддэ эӡилил баи аристоваира, эӡилил даппа̄, эӡилил хасаси.
oaa	Хамаче̄дда̄ чипа̄ли нари дорони бјӣни мэ̄нэ бо̄ӈуӡӡи мэ̄нэддэ силмапула нарисалӡидда ӡаӈге̄рами.
oaa	Хамаче̄дда̄ чипа̄ли нари доро̄ни бјӣни грасидануства̄ дапами.
pes	هر کس حق دارد در برابر تعقیب شکنجه و آزار پناهگاهی جستجو کند و در کشورهای دیگر پناه اختیار کند.
pes	احدی را نمیتوان خودسرانه از حق مالکیت محروم نمود.
pes	هر کس حق دارد آزادانه در زندگی فرهنگی اجتماعی شرکت کند، از فنون و هنرها متمتع گردد و در پیشرفت علمی و فوائد آن سهیم باشد.
hsn	法律之前人人平等，并有权享受法律的平等保护，不受随么子歧视。人人有权享受平等保护，以免受违反本宣言的随么子歧视行为以及煽动咯种歧视的随么子行为之害。
hsn	随么子人当宪法或法律所赋予他的基本权利遭受侵害时，有权由合格的国家法庭对咯种侵害行为作有效的补救。
hsn	人人有思想、良心和宗教自由的权利；咯项权利包括别他的宗教或信仰的自由，以及单独或集体、公开或沕起以教义、实践、礼拜和戒律表示他的宗教或信仰的自由。
slr	Kish toplumnihxi üyesi der, toplum garantisine dekhhxur dihxen hak var, haysiyeti ma kishiliki hürchukh gelishtirish dekhhxur dihxen iktisat, toplum ma kültür haklarine uygulashen dekhhxur dihxen hak var, bu ulusal ma uluslararasi tarzlar la, ulusal bünye ma kaynakden etgen.
slr	Heme kishler hayat, hürriyet ma emniyet varber dihxen hak var.
slr	Bu beyannamede pidish, nang ülke vosa, nang topluluk vosa ene kem vosa nang faaliyet vosa ene nang eylem vosa la bu beyannamede pidihxen haklarne ma hürriyetlerne bozhxan hak var, yeshamahxe.
oki	Chito agetogol koyanat en tayitop ngotutik.
oki	Chito agetogol nepo emoni kotinyey imanit nepo ripet en oratinik togol chepo yoindo kopuni toretetop sergalinyin ak emotinik chegoituyogei. Tinye imanitop kurpet togol chebo emenyin ak tesetaptai nenyinet
oki	Chito agetogol kotinyey imanda nepo mengetop emet.
hni	Miavpyuq heq nil maq ceil lal,aqnu hhaqhav maq lavsiv laq meil e faqltiq yaol dal alnei,aqsol liq saqnei qiq kov dei laq meil meiqzaq bu'loq nei,loqleil nei ceilsoq qivq,xilmeil e ngaoq, aqyoq e meeqduq ssolnei meeqhhaq lo'qo,aqyoq hultav eilduv laq e miaoqzyul meiqzaq ceilsoq qivq.
hni	Soqhhaq meiq e ngaoq col e neema bi gaol lal movq balnei meiq e nga,goqjalkalla,colqa kalla ssolnei aqpyuq bavqhel e colba kalla,gaq ssol hhyul bi meeqlal movq,col ssolnei col alka maq bi deiqzaq, maq bi eilzzaq movq balnei soqhhaq meiq
hni	Colpyuq ssolnei yoqpyuq xil mavq dyu nei hu loq nia alngaoq,dalja neenyuq lo'qo miqnieiq aol meeq qivq gaoq. Xilmeil nei niaoq'aol,
gld	Най таони, общество членни бими, нёани экономическай, социальнай, культурнэй удэду мэнэ гэбуи эурӣчэми, хэӈгэлди урэми балдигоани, нёани странадоани балди голосал гой-гой боаду балди голосалди гэсэ диа диавари бэлэчивэчи гэлэури. Тэй найсал таони правочи.
gld	Дёбой най таони, нёандоани, нёани дёӈкандоани иси туримбэ гэлэуриди правоку; турини исиасини осини, государство нёамбани бэлэчидиэни правоку.
gld	Хайва-да эй Декларацияду нирувухэмбэ, хавой-да государстводо-ну, найсал хопандоачи-ну, па̄ди найдо-ну правосалба гучи свободасалба абанагоами тагоачи правова бувуриэм, отолими ачаси.
prs	هر کس حق دارد در برابر تعقیب، شکنجه و آزار پناهگاهی جستجو کند و در کشورهای دیگر پناه اختیار نماید.
prs	هر کس حق دارد آزادانه مجامع و جمعیت‌های مسالمت‌آمیز تشکیل دهد.
prs	هر کس حق دارد که سطح زندگانی، سلامتی و رفاه خود و خانواده‌اش را از حیث خوراک و مسکن و مراقبتهای طبی و خدمات لازم اجتماعی تأمین کند و همچنین حق دارد که در مواقع بیکاری، بیماری، نقص اعضاء، بیوه شدن، پیری و یا در تمام موارد دیگری که به علل خارج از اردهٔ انسان وسائل  امرار معاش از دست رفته باشد از شرایط آبرومندانه زندگی برخوردار شود.
iii	ꊿꑞꂷꉬꅉꂿ，ꋍꐥꐨ、ꑱꈐ、ꀀꅉꌋꆀꅇꈴꋍꑠꈀꏾꃅꇬꏢꇋꀋꉆ，ꋍꂒꅉꌋꆀꂒꉻꑠꏯꑌꁒꐀꀋꉆ，ꊿꂷꇬꐥꆏꏦꃤꇬꀧꌋꃅꌠꌅꐨꐥ，ꇬꏢꇋꇬꁒꐀꀋꉆ。
