ykg	Научнэй, литературнэй тадаатэ художественнэй чаҕадьэлпэҕа автор ҥодьэ көдэ, таҥ тудэ ԝиэйуолҕа көдиньбандьэ поҕодэлэ-нэмэлэ мэдьуол-мораԝ параԝааньэй.
ykg	Көдэ йаԝнар социальнэй чамбалэ мэдьуол-мораԝ параԝааньэй. Тадаатэ личность дитэ ԝарумулҥинь, көдэ йаԝнар экономическэй, социальнэй тадаатэ культурнэй уобаласпэҕэ толиэйуол-мораԝньэй.
ykg	тэт лэԝэйнбурэбэ чамуолги уури йукуолги, мөрдьэньилги уури элмөрдьэньилги;
rgn	la presènta dichiarazioun universèla di dirét umèn cumè ideél comun da cunquistè da tot i popli e da tot al Nazioun,s'u scop che ogni individui e ogni urganismi dla società, tnénd sempra presènta stà Dichiarazioun, u s'impègna a lavurè, s'l'insegnamènt e s'l'educazioun, prì u rispèt at stì dirét e at stlì libertà e ad garantin, miténd in àt iniziativi sempri piò numerousi at caratri naziunèl e internaziunèl, l'universèl e concrét riconoscimènt e rispèt, tent tra i popli di stés Stèd mémbri, quant tra quéi di teritòri che i è sotopost mla su giurisdizioun.
rgn	Ogni persouna la à dirét da fundè dli organizazioun sindachéli e dèi la propia adesioun prì la difoisa di propii interis.
rgn	Considerèd che una concezioun unitèria at stì dirét e at stà libertà la è fondamentèla prì la completa realizazioun at tot stì impégn; L'ASEMBLEA GENERELA
rgn	Considerèd che l'è indispensabli che i dirét umèn i sia difois da lègi, se u s vò evitè che l'om u sia custrèt a ricora, cumè utma pusibilità, m'la ribelioun countra la tirania e l'opresioun;
rgn	Ogni persouna, sènza nisuna discriminazioun, la à dirét m'una uguèla retribuzioun in cunfrount m'un uguèl lavour.
duu	Avzangf gongxhuix lev zufzix ningx canxjiax lixyix lev weivhux juanvlix alf.
duu	ccax Sixjiex Renvjuanv Xuanxyanv faxbux, renvminv ningx guivjiax nuflix sivxianx gongxtongv byoxzunf zzux, avzangf ningx sexhuix jixgyx avdangxmyvdangx ccax xuanxyanv lev mitx jyoxhuix ningx jyoxyux mix juanvlix ningx zyxyyv zunxzongx cuxjinx, guivjiax ningx guivjix jianxjinx coxsix mix, ccax lev juanvlix ningx zyxyyv huifyuanv guiv renvminv ningx jjiapx avmrax renvminv avnyx pufbyanx ningx xioxgof alf cengvrenx ningx zunxxingv lev byv tonx.
duu	Avzangf sexhuix lev zevrenx alf, sexhuix dov goxxingx zyxyyv ningx congxfenx faxzanf lev topx gnif.
duu	Avzangf max syvnax jyoxyux topx juanvlix alf. Jyoxyux ngul manx gyx nyv, taiftaix jingf cuxjiv ningx jixbenf jiexduanx exwax sax ef. Cuxjiv jyoxyux yixwux xingx sax ef. Jixsux ningx zyvyex jyoxyux pufbyanx sexlix sax ef. Mrangf jyoxyux cengvjix cax avzangf max lev tanf sax ef.
duu	Avzangf guivjiv alf juanvlix alf.
nhn	Pampa nojkia tlauel moneki ma kuali timouikakaj, ma tielikaj keuak tiiknimej, nochi tlen tlakamej uan siuamej tlen tiitstokej ni tlalpan.
nhn	Nochi tojuantij tijpiaj manoj ma tikinmatiltikaj nochi tlen ni Mexijko tlali euanij uan tlen anali tlali euanij (otros países), para nojuaj tiitstokej, nojuaj tiyoltokej, ni timaseualmej tinauatlajtouanij; uan yeka moneki melauak ma techtlepanitakaj para ijkinoj tojuantij nojkia titletepanitasej uan tikintlasojtlasej sekijnok touampoyouaj.
nhn	Nochi tijpiaj manoj ma timomokuitlauikaj uan nopeka tlaj tijchiua se tekitl tlen amo totechpoui o motechpoui, moneki ma techtlaxtlauikaj, uejueyij tekiuajtinij tlanauatianij intechpoui techpaleuisej, para tokoneuaj ma kipiakaj tlen kikuasej, tlen mokentisej yoyomitl uan tlen ika mopajtisej tlaj nopeka se kokolistli; ijkinoj nelia kuali moiskaltisej uan ika itekiyo kiueyitilisej ni toMexijko tlali.
nhn	Pampa tlaj amo tikixmatij tlatepanitalistli uan tlen kuali nemilistli ipan ni tlalpan, yeka onkatok kualantli, onkatok tlateuilistli, onkatok majmajtli uan sekinok tlamantli teixpanolistli; yeka moneki ma kuali timouikakaj ika nochi touampoyouaj, ma amo onkaj majmajyotl uan teixpanolistli; moneki ma onkaj yejyektlalistli, ma titlajtlajtokaj uan ma tijneltokakaj tlen tojuantij tijnekij tijneltokasej uan amo tlen ma topanti, kenke, pampa tijnekij ma onkaj tlatepanitalistli.
nhn	Nochi tlakamej uan siuamej kipiaj manoj kuali itstosej, amo akaj ma se kinixpano, kipiaj manoj nemisej kampa inijuantij kinekisej uan amo uelis tlen impantis.
lot	ibariti, elulung iko emanyiti (laws) hun obengi to ohoro elotulo iko abolori honyi.
lot	emiri on onyimuni isi to nawahan hosi.
lot	nerre hun obengi arai eyyataimiri kuyya nehenita hun olufaji to jyo
lot	hode. Ahode hode ana outback iko ahode hode iwatari iko egigilita.
lot	ana ara ewojit arabotye ano aati iko amisik huto fau dang itacunguniere
bfa	Karen ŋuto ködyö kata ko toďiri i karen jur ko i karen pirit i komoŋ na saret.
bfa	Sebur Anthony Lodu & Gordon Lucy Kiden.
bfa	Lele ŋuto ködyö ti bulö moka ‘bakan na saret, rereka kode riköji kaŋo kanyit i jur.
bfa	Ŋutu liŋ agi gwon jojo kode ti nyunyumö i komoŋ na saret lo miri. Lepeŋ ködyö agi gaya jojo ko saret. Ŋutu liŋ ködyö gwon ko gayet nageleŋ ‘bak nene nyunyumet kode laŋa na kilo saresi töki kode konesi nagwon ti temakindya i kebbu na saret lo jur.
bfa	Karen ŋuto kata ko toďiri nagwon bubulö gwon ko toro’bo kanyit kode töki bubulö gwon i momoret ko kulye. Lele ŋutu ködyö ti bulö ryaka kode joŋari toro’bo kanyit kaŋo ‘bak saret.
ibb	Kpupuru owo enyene unen ndiworo nda ke ebiet kiet ekededi nte owo emi enyende unen ke iso mbet.
ibb	Owo inyeneke ndisin owo ndomokiet ke idak ndutuho ye ibak. Nko owo inyeneke ndino owo ufen emi midotke ndino owo, mme ufen emi edide nkpo but ye esuene.
ibb	Owo ekededi enyene unen ndibo ifiok nwed. Edika ufok nwed edidi ke mfon akpanakpan ke akpa ntono. Eyenam kpukpuru ndito-owon eka akpa ntono ufok nwed, ke mmo emade ye ke mmo mimaha. Eyenam mme asana asana ufok nwed ukpep uso, udom-nkpo ye ubok utom edu; kpa ntre nko eyenam mme ufok nwed nta ifiok edu eno kpukpuru owo etiene nte ukeme mmo edide.
ibb	Owo ekededi enyene unen ndiduk nka ye esop ekekedi emi enye amade, emi onyun asanade ye emem.
ibb	Mboho Edidiana Kiet Ofuri Ekondo enehede ebiere ndimum nkama, ndisuan etop mbana, nyun mkpeme mme ndamana unen kpukpuru owo. Ediyime ndinam utom emi oto ke mbet emi Mbobo Edidiana Kiet Ofuri Ekondo ekebierede emi eneherede osonode mbuotidem kpukpuru owo ke ofuri ekondo abana mme ndamana unen owo ye uku mmo ye se owo odotde.
tdt	Ema ida la bele moris hanesan ata; sei halakon hosi raiklaran hahalok ne’e be lori ema seluk moris hanesan ata.
tdt	Uaihira foti lia ruma hasoru ema ida, molok sei dauk halo justisa, ema ne’e sei hatán nu’u sala laek; afoin sei fo mos fatin atu nia hetan tulun hodi tahan-án iha justisa laran.
tdt	Fo tada iha Deklarasaun kona ba Ema tomak nia Direitu atu hatudu dalan los ba povu tomak, ba nasaun tomak, nune’e ema tomak, klibur tomak, ukun tomak, ho neon metin, buka hanorin, hanorin lisan los, hodi habelar ema nia direitu ho liberdade; halo ema tomak tuir lia ne’e be fo sai iha nasaun ida laran, iha nasaun seluk laran, hodi moris tuir dalan ne’e be Nasaun tomak foin fo tada iha Deklarasaun ne’e.
tdt	La bele dadur let, la bele kair e duni sai naran ema ida hosi nia rain.
tdt	Ema ida la bele haruka ema seluk atu tama iha klibur ida laran.
que	Mana pi amsa ucuman apanga pandari nishcamanta, imashina nin quiquin llactacunapac quellca, mashcanacungami haum llaquichi, tucuylla allí ricuyhuán ricushpa.
que	Mana pi amsa ucuman apanga, shuctac allpacunamantapes pi surcunga.
que	Yuyashpa imashina llactacunapes mingayta rurashca, tandarishca mama suyupi, rimayta cushcami tucuy runa quishpihuán causachum.
que	Caytucuy nishcacunata tucuyllami yachan, chaymantami huaquichina mana chingarichum; ayllucuna, llactacuna sumaclla tiachum, mana chayshu cunaman quichushpa, camishpa, millashpa. Llactacuna alla shayarichum, quipa mana huacangapac.
que	Yuyashpa imashinami llactacuna tinguinacushca HATUM SUYUPI, catishpa alli yuyayhuán quella rurashcata, mana astahuán runacunata llaquichichum sumaclla cari, huarmicuna shuc maquillahuán causachum; chaymanta ninchic, puricunahuán shucla pachaman chayashum quishpicunahuán.
nku	Yʋʋn lɛ yʋʋn pɛɛ hʋn maan hɛ zʋnŋɔ tɔsɛɛ.
nku	Hɛrɛ bɩlagɔ rɛ lɛ hɔ tɩɩnka bɛ ɩgooyoo bɔ gbɛɛɩnŋɔ mara wɩnnɩn. Hɛrɛ lɛ hɔ dɛ bɔ ji mɩɩn hɔ ya bɔ nɩnsɩ yʋgɔ kasayɔ’n lɛ dan.
nku	Haa ya bɔ gbe yʋʋn wɛɛ lɛ saa tɛtɛgɛ’n jɩgaɩ, laa lɛ dɛ hʋn yʋgʋ bɔ saakɔ rɩ laa nɩɩn saakɔ nankɔ rɩ.
nku	Hɔ ya bɔ daa kunlaasɔgɔ, lɛ bugo rɩ. Biin lɛ biin pɛɛ, hɔ ya bɔ daa hʋnrɩ.
nku	Biin bɔ sɩra lɛ bɔ yɩnnan, bɛrɛ hɔ ya bɔ si bɩlag’rɛ koi bɔ kori bɔ yan bɔ biin.
csa	Eyoü sɨ̈ juu lejɨ tsou tsa sɨ̈i tiní nita tsako' mixii chima tsamakaloo lejɨ̈ tsou lekö mukuu.
csa	Ejmo' kio jna juso̱ kio̱jnia i jmo i tsa lɨ̱̈ ta jue'; mojoo tsa ñü' li lijmos ii jusó ijmoo tsa juë' ini e kio tsa ni kï jo̱ kaäs muguɨ ne ekio sia kues ijmonia lejɨ ijnio jnia.
csa	Lejɨ̈ tsou tsa chitoo je̱ juu, ti jmos í le kö ni jmä le kö mukuu lejɨ̈ tsou tsa tö' köní tɨ̈ kau', makou's ne tsamakaloo ekio tsou lii jmo' re kio juu.
csa	Lejɨ̈ tsou tɨ̈ jupií jna tiös kö jau lejɨ̈ tsou mojoo kö re jmos í kios.
csa	Jmeïs tɨ̈ inios e xii nios kio jös.
ppl	Wan su gen se tehemet gitemuwat weli yawi tik uk se techan gitemuwa gan weli nemi.
ppl	Muchi tehemet tiwelit tikpuzuwat wan weli timuchiwat se pal gan mupuzuat pal mupalewia tay ipal.
ppl	Wan tesu welit gitahtanit ne tahtuli su yaha gimati ga gichiwtuk tay inat ipal u tay yawi ihpak tay ipal ne sen talmet.
ppl	Muchi tehemet tiwelit ga muchi tigenga munextia ga gigagit ga se gal puli gan tatuktiyat u gan muweli pal gitat tay ipal tay ginegit ma gichiwat u pal gitat su yek u te yek tay gichiwa.
ppl	Ini tay tupal wan tamagixti tesu weli qak tesu tiknegit qak te tiknegit tay su tiawit tinat tay tesu yek pal ne sen talmet.
aar	Ramad yallih gino kinniih, ayyuntak rakiibo ; doolat kee ayyuntal cakkik le kaa dacarisaanam.
aar	Ta garwa kee curriyyatitté, faxe gurral galli-maroh madmoomi kee radmoomal sadu takkem ma xiqta.
aar	Kulli num oftoyuuy, gabâ-geytooy, kaadu taamah udduruy ceelay caddo le kee waqdiik waqdi geytima meklima ruksat geyaamih gar le.
aar	Kulli seehadayti agattiina gar le.
aar	Ayyunti fayxi doolat reedah rakiibo kinni. Ta fayxi saytun waraaki-qidoy waqdiik waqdi takkey, sinam inkih edde tangalel baxxaq’simtaama.
orh	Beyel gerbe pingdeng chalin pingdeng chuanli bishi, chishi-ye e-baka-yi-tin.
orh	Beye gerbe-re, zhiyu zhiye-ye shuan-na, gongzheng bineken heshi gerbe-re tiaochan-a baka-ra, shiye-ye bimian-a bozhang-a baka-ra chuanli bishin.
orh	Beye zhiyu shehui-ngi wenhua shenghuo-yo chancha-ra chuanli bishin, yishu-yo shangshou, kesho bineken fuli-ye-n baka-ra chuanli bishin.
orh	Beye heping zhihui bineken zhishe-re zhiyu bi-re chuanli bishin.
orh	Gerbe irgen gongzheng bineken heshi chalin-e baka-ra chuanli bishin, nuganin bineken zhuu beye-wi beye zhunyan fuhe-re shenghuo tiaochan bi-yi-tin, biyo-du chita fangshi-ngi shehui bozhang-a-n baka-yi-tin.
niv	Айф вавиныкғун куғытн тʼоӿтт ӿаӻай нан вавнд заключайдғун.
niv	Нар̌ӿаӊгиск пʼсарӻофтоӿ ӿара досугроӿ ӿара адяй орбот муғф мыкср кылқаврра адяй юскиф ивра ӿаӊ периодический отпуск ивра ӿаӊ право ивд.
niv	Чу – пʼӿоӻара, сикак маӊра ӿаӊ общество ячейка ӿад, обществоух ӿара, государствоух ӿара ӻонинд ивд.
niv	Пʼи правоғун ӿара куғытндғун ӿара осуществляйӊы нивгун сик энадғун правоғун ӿара куғытндғун ӿара макр мораль лағнанд эӻзт ныгуна, общественный наманд ӿара сик нивгундоӿ ныӊ благосостояние ӿара демократическое общество ивд ӿагур̌.
niv	Нар̌ӿаӊгиск гражданствороӿ право ивд.
ijs	Fun tolumo yebi kim’ tobou mie bolou buo mo ye, mani umie ni wo gomu yo nimi, wo parain nimi bara nimi, nda mani lbemo-lbemo mie dudu tari, doo na okpo se piri ye.
ijs	Kimi ine yerin buo, zii, wari, eniakpo kimi gbein ni, bisa bo ugula gbawari bo yebi aki mu da ba, zini bo eniakpo zini opu kuro, yebo bibi tuakumo.
ijs	Kim’se emene ibe ama kiri zoru mo gho suo ngimi yobi kimogha, mani kpata zoru mo tuduo bo emi ebimo kpo eri fi.
ijs	Kimi aki Labara Labara Kori, kai, eniakpo ibe duo kpotugha fangimi.
ijs	Kimi zini bo aki sei bara uyamo dougha, enia kpo, kimi tobou uyamo ngimi ye se kpo dougha.
snk	Saareye do lemiñaaxu nan siri koroosindi daritante kitta lemine su a ga saare kacce ma a ga ma saare kacce, i sun siri tangene moxo baane ya.
snk	Ke dantaqiyi kayiti tonto ku ra nta ñaana jamaane, kafo ma sere su dan ŋa kille kuudo na seron taqun do I du-kiteyun bonondi.
snk	O ga na a faayi nan ti mejanŋaaxun nan siri ñaana jamaanun naxa.
snk	I ga da sere su bitta, a raawa telle moole jamaane tana.
snk	Sere su nan siri xaranŋa, xaranŋunde ke jonko nta a yi xarankonpo lenmu ki. Haadama renme su nan fatanta xarankonpo lenmu ku. .I nan gollen tuwaaxun xaranŋen ntalan wuñini katta haadaman ŋa. Sere su tuwaaxun ya na an rondini meyisi xooro ku.
hms	Jid jiangt ad leb sib gieb renl njanl xand yanl nend, geud gangs yad yad nangd guel giad gaot leb leb nex geud jid chud piaod zhenx. Gangs mix hneb hneb jid pud jid ngheub, jid zheax jid sheab, nex chead zend zhongb njanl lib gaot zib youl. Tongd guob guel giad nhangs guel jib nangd cuob sid, gangs ad baob njant lib gaot zib youl nend, nib yad yad nangd guel giad nangd renl minl dad ndub,leb leb seat chenl renb gaot zend xinl.
hms	Jid bloud nis shend chenx nangd gaot jid benx nangd sheb huib dand yanl,lies mex sheb huib gaot guel gial nangd paot hub.
hms	Leb leb mex njanl lib jid sheub blongl wud nangd guel giad, wud yab mex njanl lib jid nzhangd lol.
hms	Ad leb nex nib xinl six wud nangd njanl lib nbangs zib youl nangd ghob ngangx, mex fal lil lol xanb zib wud, ad zhongx xanb zib nend nis jid weib goud neul goud zheit nangd nex nangd njanl lib nhangs zib youl, yeab nis nib ad leb minl zhut nangd sheb huib dad nzhongb nangd xid yaob.
hms	Jex gangs geud jid leb chud noul lil, jex gangs mex jid guant nis ghob nhangb nangd noul lil zhib doub, jex gangs nious gaot mes noul lil.
cjy	谁的私生活、家庭、住宅和通信也不敢任意干涉，他的荣誉和名誉不敢加以攻击。人人有权享受法律支应，以免受这种干涉或攻击。
cjy	人人有权要求一种社会的和国际的世道，在这种世道中，本宣言所载的权利和自由能获得充分实现。
cjy	妈妈和娃娃有权享受特别慰抚和打帮。是凡娃娃，无论婚生或私娃娃，都应起同样的社会支应。
cjy	人人有权自由参加社会的文化生活，享受艺术，并分享科学进步及其产生的福利。
cjy	人人有权在其他国家谋和起庇护以避免迫害。
src	s'Assemblea Zenerale proclamat
src	Chie traballat tenet deretu a una paga ècua e chi l'acuntentet, chi asseguret a issu e a sa famìlia sua un'esistèntzia chi siat cunforma a sa dinnidade umana e cumpretada, si si podet, dae totu sos àteros mèdios de tutela sotziale.
src	Onzi individuu tenet deretu a sa libertade de opinione e de espressione. Custu ìmplicat su deretu a no esser pessighidu pro sas opiniones suas e su de chircare, de retzire e de difunder, sena cunsideru de peruna frontera, sas informatziones e sas ideas cun onzi zenia de mediu.
src	Dae cando sunt baganzos, s'òmine e sa fèmina, sena perunu impedimentu pro sa ratza, sa natzionalidade o sa relizione, tenent su deretu de si cojuare e de si fagher una famìlia. Issos tenent sos matessi deretos in ocasione de su cojuiu, a pustis de su cojuiu e in s'ora de s'isparzimentu.
src	Cunsiderende chi su misconnoschimentu e su dispretziu de sos deretos de s'òmine ant zutu a atziones de barbaridade chi bulluzant sa cussèntzia de s'umanidade e chi sa bènnida de unu mundu in ue sos èsseres umanos ant a esser lìberos de faeddare e de creer, liberados dae su terrore e dae sa misèria, est proclamadu comente s'isetu prus mannu de s'òmine,
zro	Kumanu jinia na ichanu ikicha rikuanu cha nuka nukitia aitika jinia ku mirasua.
zro	Kawiriaja kayapi ichanu rikuanu puchaka cha nuka meiri ani akaminu ku kuanu niata jinia ikicha nukichanu panicha cha nuka icha.
zro	Kawiriaja kayapui ichanu na rikuanu ja kawiriaja niata jinia.
zro	Kawiriaja kayapui anajiki kaushicha ikicha rikuanu taikua nuka nukiti ku itiauraja ikichanu akasujuka nuka panicha aramujuo ku ikicha.
zro	Kawiriaja kayapuina ikichanuiki rikuanu kupanimajicha quehaja ta nuka iki nuka kujinianu ku ikicha kayapi.
mxi	Considerando que la libertate, la ciustitia e la pace in el mondo tienent per basse la reconoscentia de la dignitate intrinseca e de les dretos eguales et inalienabeles de totos les membros de la familia humana,
mxi	La familia ie l’elemento naturale e fondamentale de la societate e tiene dreto a la protectione de la societate e del Stato.
mxi	Tota persona tiene el dreto d’accesso, in conditiones d’egualtate, a las fontiones publicas del sieu paisse.
mxi	Toto individuo tiene dreto a la libbertate d’opinione e de spressione; aqueste dreto include aquele de non essere amoiato per more de las suas opiniones, aquele d’investigare e recevere informationes et opiniones, et aquele de diffondirlas, sine linzos de frontieras, per qualsevuolle more de spressione.
mxi	Considerando que la desconoscentia et el menospretio de les dretos humanos hant origenato actos de crudeltates bastoflantes per la conscientia de l’humanitate; e que s’ha proclammato, commo l’aspiratione plù alzata del homme, l’advenimento d’un mondo in que les esseres humanos, libberatos del pabbore e de la miseria, fruiant de la libbertate de paràvola e de la libbertate de credentias,
fvr	Na kwa nyét namá in kǒel áláŋ da̱ldɨ (dɨne) elaiŋ eeŋ ásáŋ dᵾó bi dᵾó baaj jírsíŋóꞌŋ na dééŋ tá̱á̱rɨ́ꞌŋ ta̱ɨma kee ná kin nîŋ ere ásáŋ ka̱lɨ á ta̱ɨmelba.
fvr	Dʉó bi dʉó nisil-si kee áláŋ ʉmel jáwíti, tina hǒoŋa-lé, na ásáŋ dɨoŋa dǐi kaye tááríꞌŋ, na pa̱rrɨ́ŋá ǎl terere ʉ́ndʉ́lá áláŋ kí sôŋgoŋa gé.
fvr	Dʉó bi dʉó nisil-si kee áláŋ ʉ́tóŋá nyéttiŋ sa̱ga̱lɨŋ tɨ̌ɨ dééŋ ba̱rʉ́.
fvr	Dʉó bi dʉó nisil-si kee áláŋ ruug ɨt bʉ́lóŋ ǎl jʉ́ndɨ áláŋ dééŋ suur ká̱kkɨ́ré-ii (da̱kkʉrɨŋ) na írí joo–si kee dééŋ suurꞌíŋ na dééŋ toŋꞌíŋ kwaꞌŋ, in namá in lóŋ áláŋ-si míŋ anni-le tuuŋ na̱mɨ́e-lé na jʉrɨŋa na jôŋꞌíŋ lóó na ɨpɨrɨŋꞌíŋ já̱lpʉ́ŋóla na dɨmorꞌíŋ ótáŋá, na áláŋ-si ruug kee ati in lóŋ ná hǒo ǎ̱w ná táárí ás keba, wala hǒo jaŋꞌíŋ ere, wala inná tʉyɨŋ wala gal nás a̱rɨ keer kee ná jɨ́gé áláŋ táárí júndí.
fvr	Inná ǎlbá ka̱rɨ́ŋ eréŋ kwa ásáŋ kwa-sí ás kǎwŋelba inná tiríjinníŋ jaiŋaꞌŋ ere, dáálíꞌŋ ere, da̱ldɨꞌŋ bá̱rʉ́ŋáꞌŋ ere, wala ba̱rᵾꞌŋ sabba ela–lé ǎl dᵾó dée-le kee ati in lóŋ ná térríŋ kɨrél wala gal nás ba̱rʉ keeríŋ-si domoŋaꞌŋ-si dǔu ka̱ɨ́ŋ wala gal ba̱rʉ nás ba̱rʉ keeríŋ taála-lé ka̱ɨ́ŋ nás kʉrɨŋ dééŋ ás keba namás jɨgéŋáꞌŋ-si dǔu ka̱ɨ́ŋ.
evn	эрэвэр ичэтчэнэ, Объединеннаил Нациял тэгэ̄лтын Уставду мэ̄нңи тэдедерӣвэт дукура, илэтыкин һэгдывэ̄н, со̄ткувэ̄н, бэел, асӣл-да урэ̄тывэ̄тын гӯнэ, илгэ̄рэ-дэ бэлэгэ̄ми социальнай прогрессту, аятмарит о̄ми илэл бидэ̄вэтын;
evn	Илэтыкин авадытыкин государстводук сурумчэ̄, тартыки эмэмчэ̄-дэ̄.
evn	Илэду татыган һэгдые, са̄рича̄нэ будерэн; тылинэ, маңӣчана, аяралдына-да̄ авадытыкир  тэгэ̄л  сигдылэ̄дутын.  Татыган  Объединеннаил  Нация Организациядутын аяралдыл дярин  тэдет бэлэгэ̄мэчин.
evn	Экун-мал эр Декларацияду эвки эсин тэдет таңивра, дялданэ – он эмаду-вал государстводу, умукэн-ну илэду һавалми-гу, оми-гу таргачир омачилва, эмал илэл тэделвэтын, тынмукилвэтын ачинңими, эр Декларация дукувналватын.
evn	Илэтыкин дэрумкичэ̄нма тэдет бимчэ̄, иргэчивэ  камничивунма һавады тырганӣ я-да, тамавдяри дэрумкичэ̄нмэ-дэ̄.
buc	Tsisi huluŋu mbu atou nguvu ihiditri an-shama.
buc	Trengwe djumla nampahei amba Matekelezo ki Dunia nin-Haki-l-Adamì itì
buc	Amin’ni fikurumianaŋa hakin-huluŋu, ndreka fihisianhuluŋu nafasi, raha retu djabi misi mupaka napetrakansharia. Makuswada nim-mupaka retu, izi ro faŋanovaŋa modeli ata fikuɓaliaŋa ndreka mastaha nin-haki ndreka nafasi nin-havaŋa ikueshi ; amin’ni fikusutehiaŋa kua, masharutwi nin-uɓinadamu, nin-utrulivu nin-trengwe ndreka fiatsaraŋa djumla nin-djamaã nin-ki nafasi.
buc	Ɓinadamu misi raha diasinyi ndreka izi amin’ni djamaã nazi ; amin’izi itì, fikuvambusan’ni tweraŋa nazi an-nafasi, iu tu ro raha isiani ruhusa maŋanu azi.
buc	Huluŋu djabi miraŋa an-lalaŋa ki sharia ndreka misi haki djabi ɓilà fifidanaŋa, an-hifadhwi miraŋa nin-sharia. Huluŋu djabi misi haki miraŋa an-sharia mikuhifadhwi huluŋu ndreka kula uɓanguzi mandeha kinyume ndreka Matekelezo itì, ndreka kula fikutsotsaŋa uɓanguzi itì.
pbu	هيڅ څوک نه شي کولے چې څوک په غلامۍ کښې وساتي۔ او د غلامانو را کړه ور کړه په هر ډول چې وي ممنوع ده۔
pbu	هر څوک حق لري د فکر، وجدان او مذهب له ازادۍ څخه ګټه واخلي: دا حق د مذهب يا عقيدې د تغيير او هم دا رنګه د ايمان او عقيدې د اظهار ضامن دي او هم پر مذهبي تعليماتو او ديني مراسمو په ترسره کولو شامل دي۔ هر څوک کولي شي له دغه حق څخه په انفرادي او يا ټولنيزه توګه په خصوصي او يا عمومي ډول ګټه واخلي۔
pbu	هيڅ څوک بايد په خپل سر توقيف، حبس او يا تبعيد نه شي۔
pbu	هر څوک حق لري چې دخپل او د خپلې کورنۍ ارامي، سلامتي او د ژوندانه سطح د خوراک، مسکن، طبي څارنو او لاريو د ټولنيزو خدمتونه له پلوه تامين کړي۔ او هم دا رنګه حق لري چې دبېکارۍ، معتوبتيا، ناتواني، ناروغتيا، کونډه کيدو او نورو ټولو مواردو کښې چې دانسان دارادي نه دباندي عواملو په وجه د ژوندانه اړتياوو پوره کولو وسايل له لاسه تللي وي اوابرومندانه ژوند له شرايطو څخه برخمن شي۔
pbu	هر څوک حق لري چې د خپلو ګټو د دفاع د پاره له نورو سره اتحاديې جوړې کړي او په اتحاديو کښې هم ګډون وکړي۔
bax	Nshié mún mâ njetne’ i yi mbe yu vé te kû tú mo’ mún, ké yi mshüshü’ i, ké yi ntûme’i te ngu.
bax	Pe nâ mvé gú puen nyütu pô te mbe kú ghét ngam pua ngúenengúe mbe te wûme nsebe pua pa mféékêt. Pen â ntúm te mbe kú rem ngam pua fabshe ngam, a nshi njîr’ap ne yi nshâne ngétne nga shap pô te wupme pontâ.
